Surname
BAYALKUTI
BAYAMBU
BC
BD
BDRSHRESTHA
BEDARI
BEEJUKCHHEN
BEGA
BEGAM
BEGHA
BEGNASHI
BEGUM
BEHERA
BELBASE
BELUE
BERA
BERIWALA
BHADARI
BHADEL
BHADKHALE
BHAGAT
BHAGERIA
BHAICHA
BHAILA
BHAINATWO
BHAIYA
BHAJU
BHAK
BHAKHATI
BHAKTI
BHALANDHYO
BHAM
BHANADARI
BHANARI
BHANDAR
BHANDARA
BHANDARAI
BHANDARI
BHANDARI(ACHARYA)
BHANDARI(KHATI)
BHANDARIPUJARA
BHANDARY
BHANDEL
BHANDHARI
BHANTANA
BHARATEE
BHARATI
BHARI
BHARMAN
BHARTAL
BHARTI
BHASIK
BHASINKA
BHASNET
BHAT
BHATIYA
BHATT
BHATTA
BHATTACHAN
BHATTACHARYA
BHATTARAI
BHATTARAI(GHIMIRE)
BHATTARI
BHATTRAI
BHATTRAI(TIWARI)
BHAUKAJEE
BHEDI
BHELE
BHETUWAL
BHETWAL
BHIMSARIA
BHITRAKOTI
BHITRAKOTIPARIYAR
BHITRIKOTI
BHIYAL
BHJEL
BHLON
BHNDARI
BHOCHHIBHOYA
BHOKHA
BHOLAN
BHOLENI
BHOLN
BHOLON
BHOMI
BHOMJAN
BHOMJAN(SINGAR)
BHOTE
BHOTEIYA
BHOTENI
BHOTIA
BHOTIYA
BHOTTE
BHOUMIK
BHOWMICK
BHTTA
BHUDATHOKI
BHUDHATHOKI
BHUGAL
BHUJAL
BHUJEL
BHUJELSHRESTHA
BHUJU
BHUKHAJU
BHUL
BHULAN
BHULON
BHULU
BHULUN
BHUMIJ
BHURTEL
BHURTYAL
BHUSAL
BHUSHAL
BHUSKULIYA
BHUTIA
BHUTIYA
BIBASH
BIDARI
BIDHATA
BIDHYADHAR
BIIDHYADHAR
BIJAYANANDA
BIJUKACHHE
BIJUKACHHY
BIJUKCHHE
BIKA
BIKALPA
BILAS
BILASH
BILDSTEIN
BIMALI
BIMB
BIN
BINADI
BINDUKAR
BIRAJI
BIRDI
BIRKATA
BIRKATTA
BISAKARMA
BISANKE
BISANKHA
BISANKHE
BISANKHYA
BISHAKARMA
BISHANKE
BISHANKHA
BISHANKHE
BISHAWAKARMA
BISHAWKARMA
BISHAWOKARNA
BISHOKARMA
BISHOWAKARMA
BISHOWKARMA
BISHOWOKARMA
BISHRA
BISHT
BISHTA
BISHUNKE
BISHUNKHE
BISHWAKAMA
BISHWAKARM
BISHWAKARMA
BISHWAKORMA
BISHWAS
BISHWASH
BISHWKARM
BISHWKARMA
BISHWOKAMA
BISHWOKARMA
BISHWOKARMA(LOHAR)
BISHWOKARMA(SANKAR)
BISHWOKRMA
BISHWORKARMA
BISOKARMA
BISOWSHANKAR
BIST
BISTA
BISTA(KHADKA)
BISTAA
BISTACHHETRI
BISTHA
BISUNKE
BISUNKHE
BISURAL
BISWAKARMA
BISWAKRAM
BISWAKRMA
BISWAL
BISWAS
BISWHOKARMA
BISWKARMA
BISWOKARMA
BITALU
BITHARI
BK
BLHON
BLOAN
BLON
BLONE
BLOON
BLOWN
BM
BOGATI
BOHAJU
BOHARA
BOHATI
BOHORA
BOKATI
BOKHIM
BOLAKHE
BOLON
BOM
BOMJAN
BOMJON
BOT
BOTE
BOTHARA
BOTHRA
BOUDEL
BOYAJU
BRAHAMASHAKHA
BRAMASHA
BRAMHASHAKHA
BRAMOSHAKHA
BRANMAN
BRATAULA
BRAUN
BUDA
BUDAHTHOKI
BUDAL
BUDAPIRTHI
BUDAPRITHI
BUDATHOAKI
BUDATHOKEY
BUDATHOKI
BUDDHACHARYA
BUDDHATHOKI
BUDHA
BUDHAAIR
BUDHACHHETRI
BUDHACHHETRY
BUDHAIR
BUDHAKSHETRI
BUDHAMAGAR
BUDHANIYA
BUDHAPRITHI
BUDHATHAPA
BUDHATHOKEE
BUDHATHOKI
BUDHATHOKII
BUDHATHUKI
BUDHAYER
BUDHTHAPA
BUDTHAPA
BUDUJA
BUJEL
BUJHEL
BULAN
BULUN
BUMI
BURA
BURATHOKEY
BURATHOKI
BURJA
BURJAMAGAR
BURLAKOTI
BUSUNKE
BYAHUT
BYANJANKAR
BYANJU
BYUNGHI
C
CAPCHAKI
CENTURY
CHACHAN
CHAD
CHADARA
CHAISIR
CHAKRABORTY
CHAKRADHAR
CHAKUBAJI
CHALAGAIN
CHALAUNE
CHALISAY
CHALISE
CHALISEY
CHALISHE
CHAMALAGAI
CHAMAR
CHAMLAGAI
CHAMLAGAIN
CHAMLING
CHAMRAKAR
CHAMREL
CHAN
CHANARA
CHANARO
CHANAU
CHAND
CHANDA
CHANDAK
CHANDAN
CHANDARA
CHANDOLA
CHANDRA
CHANSI
CHANTHAKURI
CHAPAGAI
CHAPAGAIN
CHAPAGIAN
CHAPAGIN
CHAPAI
CHAPAIN
CHAR
CHARMAKAR
CHARMARKAR
CHASHI
CHATAUT
CHATURBEDI
CHAUBE
CHAUBEY
CHAUDAHARI
CHAUDAHRY
CHAUDARI
CHAUDARY
CHAUDH
CHAUDHARI
CHAUDHARY
CHAUDHARY(KURMI)
CHAUDHARYTHARU
CHAUDHATI
CHAUDHAURY
CHAUDHAY
CHAUDHRI
CHAUDHRY
CHAUGHALE
CHAUGUTHI
CHAUHAN
CHAULAGAAIN
CHAULAGAI
CHAULAGAIN
CHAULAGAINVC
CHAULAGHAIN
CHAULAGIAN
CHAURASIA
CHAURASIYA
CHAUREL
CHAUWAN
CHAWA
CHAWAN
CHEAPANG
CHEETRI
CHEL
CHEMJONG
CHENKA
CHEPANG
CHERRING
CHETANI
CHETRI
CHETRY
CHETTRI
CHETTRY
CHHAHARI
CHHANTEL
CHHANTYAL
CHHATKULI
CHHATRI
CHHATYAL
CHHEETRI
CHHERI
CHHERTI
CHHETRI
CHHETRY
CHHETTRI
CHHETTRY
CHHIDAL
CHHINAL
CHHIRING
CHHITAHARI
CHHTERI
CHHUKA
CHHUMI
CHHUREN
CHHUSYAKI
CHIDI
CHIKANBANJAR
CHIKANGBANJAR
CHILUWAI
CHILUWAL
CHIMARIYA
CHIMAURIYA
CHIMORIYA
CHIMOURIYA
CHIRAL
CHIRING
CHITAURE
CHITLANGIA
CHITRAKAR
CHITRE
CHIURE
CHODON
CHOEDON
CHOEKYONG
CHOGYAL
CHOHAN
CHOKHAL
CHOKHAMI
CHOKHANI
CHOKTENG
CHOLPALI
CHOMPHEL
CHONGBANG
CHOPRA
CHORARIA
CHOTHEN
CHOUDHARI
CHOUDHARY
CHOUHAN
CHOULAGAI
CHOULAGAIN
CHOWDHURY
CHSUDHARY
CHUDAL
CHUDALI
CHUDAR
CHUDARA
CHUDHARY
CHUDIHAR
CHUHAN
CHUKE
CHUNARA
CHURAUTE
CHURIHAR
CHUSANG
CHUWAIN
CHUWAN
CHYABA
CHYAME
CK
COURLISS
D
DAAS
DABADI
DACHA
DADABADI
DADAL
DADEL
DADHICH
DAFALI
DAGAURA
DAHAAL
DAHAIT
DAHAL
DAHAL(SUBEDI)
DAHALDEZITTER
DAHALKHATRI
DAHET
DAHIT
DAIBAGYA
DAINWAL
DAKAL
DAKARMI
DAKHAL
DAKPA
DALA
DALAI
DALAMI
DALI
DALLAKOTI
DAMAE
DAMAI
DAMAI)
DAMAIN
DAMAL
DAMALA
DAMASE
DAMMARPAL
DAMRANG
DAMU
DAMY
DANAI
DANDOL
DANDUR
DANGA
DANGAAL
DANGAL
DANGAURA
DANGEL
DANGI
DANGOL
DANGOL(BAJRACHARYA)
DANGOLSHRESTHA
DANGORIA
DANGORIYA
DANI
DANISH
DANUWAR
DANWAR
DARAI
DARGI
DARILAMI
DARJEE
DARJI
DARLAMI
DARLAMIMAGAR
DARNAL
DARSHAN
DARSHANDHARI
DARUKA
DAS
DASAUDI
DASAUNI
DASH
DASHAUNDI
DASS
DATHEPUTHE
DAUDI
DAULIYA
DAULYAL
DAWA
DAWADI
DAWASE
DAYAL
DAYAR
DAYMA
DC
DDIN
DE
DEAULA
DEEP
DEO
DEOJA
DEOJU
DESAI
DESAR
DESEMARU
DESHAR
DEUBA
DEUJA
DEULA
DEULYAL
DEUSALI
DEUWA
DEV
DEVAKOTA
DEVAN
DEVI
DEVJAN
DEVKAR
DEVKOTA
DEWALI
DEWAN
DEWAR
DEWKOTA
DEY
DEYALI
DEYALLA
DHADIJ
DHAHIT
DHAKAL
DHAKHWA
DHAL
DHALACHE
DHALACHHE
DHALAKOTI
DHALAKUTI
DHALI
DHAMALA
DHAMEL
DHAMENA
DHAMI
DHAMLAUHWA
DHANADI
DHANBANJAR
DHANGI
DHANT
DHANUK
DHANUKE
DHANUKI
DHANUSHE
DHANUWAR
DHAOULAKOTI
DHAR
DHARA
DHARALA
DHAREL
DHAREWAL
DHARGE
DHARKATUWA
DHARSHANDHARI
DHAT
DHAUBANJAR
DHAUBHADEL
DHAUGADA
DHAUGODA
DHAUGODASHRESTHA
DHAULAKOTI
DHAULAKOTISARKI
DHAULAKOTY
DHAUNIYA
DHAUNYA
DHAURALI
DHAWAL
DHAWRIYA
DHEGA
DHEKE
DHENGA
DHIKTT
DHIKTTA
DHIMAL
DHINGAL
DHITAK
DHITAL
DHOBI
DHODARI
DHODARY
DHOJU
DHOLI
DHONDUP
DHONG
DHOPI
DHORCHYANGI
DHORJE
DHOUGODA
DHRONGCHING
DHRUNGCHING
DHUGANA
DHUGEL
DHULAL
DHULIKHELE
DHULNGEL
DHUNAGANA
DHUNAGNA
DHUNDUP
DHUNG
DHUNGAL
DHUNGANA
DHUNGEL
DHUNGFL
DHUNIYA
DHUSU
DIETRICH
DIMDOM
DIMDONG
DIMDUN
DIMDUNG
DIMOLUNG
DIN
DINESH
DIPKAR
DISHWA
DISTEFANO
DISUWA
DISWA
DIWAKAR
DIWALI
DIXIT
DIYAILI
DIYAL
DIYALI
DOBAL
DOCHA
DOKANIA
DOKPYA
DOLI
DOLKAR
DOLMA
DONDEN
DONG
DONGOL
DONGTAMANG
DONGWA
DONWAR
DORDHE
DORJE
DORJEE
DOTEL
DUBADI
DUBAS
DUBE
DUBEY
DUBRAKOTI
DUGAL
DUGAR
DUGGAL
DULA
DULAL
DUMI
DUMJAN
DUMRE
DUMZAN
DUNG
DUNGEL
DUNGMALI
DUNGSE
DURA
DURAILI
DURAL
DURALI
DURUNGCHYANG
DUSAD
DUTARAJ
DUTRAJ
DUTT
DUTTA
DUWA
DUWADI
DUWAL
DWA
DWIBEDI
DWIVEDI
EARSHAD
EDINGO
EDWARDS
EJAM
EKBAL
EKCHAI
EKTEN
EKTINLIMBU
ENBUSKE
ESMALI
FADERA
FAGAMI
FAGO
FAHAD
FAHID
FAHIM
FAIJU
FAIZ
FAKIR
FARDIN
FARHAD
FARUK
FASIHULLAH
FATAH
FAUJI
FAWA
FAYYOOM
FEJONG
FERNANDES
FINE
FIRDOSH
FIROJ
FIUBA
FRODE
FUEYAL
FULJEL
FULLEL
FURKAN
FUYAL
FUYEL
FYAK
GACHHADAR
GADAILI
GADAL
GADARAJ
GADDI
GADEL
GADHARAJ
GADI
GADSELA
GADSILA
GADTAULA
GADTOLA
GADTOULA
GADTULA
GAHA
GAHAMAGAR
GAHAT
GAHATARAJ
GAHATE
GAHATRAJ
GAHIRE
GAIDA
GAIDALI
GAIHRE
GAIJU
GAIRAPIPLE
GAIRAPIPLEE
GAIRAPIPLI
GAIRE
GAIRHE
GAJAMEHAR
GAJAMER
GAJARMER
GAJMAIR
GAJMAR
GAJMER
GAJRAJ
GAJUMAR
GAJUREL
GALAN
GAMAL
GAMI
GANCHHAKI
GANDARVA
GANDHARB
GANDHARBA
GANDHARI
GANDHARVA
GANDRAMAN
GANESH
GANGAI
GANGDAN
GANIKA
GAOD
GARANJA
GARAUNJA
GARBUJA
GARDHARBA
GARDTAULA
GARG
GARI
GARJA
GARTAULA
GATARAJ
GATODA
GATRAJ
GAUCHAN
GAUDEL
GAULI
GAUNDEL
GAURO
GAURUNG
GAUTAM
GAUTAM(KHATRI)
GAUTAMM
GAYAK
GAYAN
GAZMER
GC
GEJAGE
GELAL
GELEK
GELEL
GENDEN
GHAGA
GHAIRE
GHAJU
GHALAN
GHALE
GHALE(GURUNG)
GHALEY
GHALLEY
GHAMAL
GHARANI
GHART
GHARTI
GHARTIMAGAR
GHATAL
GHATAN
GHATANE
GHATANEE
GHATANI
GHATARAJ
GHATRAJ
GHIMIR
GHIMIRA
GHIMIRAY
GHIMIRE
GHIMIRE(BARAL)
GHIMIRE(NEPAL)
GHIMIREY
GHIRAIYA
GHISHING
GHISING
GHISING(TAMANG)
GHISINGH
GHLAN
GHMIRE
GHODASAINI
GHOEASAINI
GHOLA
GHOLE
GHONGWA
GHORA
GHORASAINE
GHORASAINEE
GHORASAINI
GHORASHAINEE
GHORASHINE
GHORASHINEE
GHORASHINI
GHORASINE
GHORASINEE
GHORASINI
GHORSAINE
GHORSAINI
GHORSANE
GHOSH
GHOTAILI
GHULU
GHYABA
GIDALI
GIDEL
GIMEE
GIMIRE
GINODIYA
GIOVANNA
GIREE
GIRI
GLAN
GLEN
GM
GNAWALI
GNYAWALI
GOAUCHAN
GOCHHE
GOD
GODAR
GODH
GODTAULA
GOEL
GOENKA
GOHIWAR
GOIT
GOLAY
GOLCHHA
GOLE
GOLECHHA
GOLEG
GOLETAMANG
GOLEY
GOLHYAN
GOLJU
GOMBO
GOMDEN
GOMJA
GONBA
GONGAJU
GONGAL
GONGBA
GONGWA
GONPO
GONWA
GOPALDASANI
GOPALI
GORAGAI
GORATHOKI
GORKHALI
GORKHALY
GOSAI
GOSAIN
GOSHAI
GOSWAMI
GOTAM
GOTAME
GOTHE
GOYAL
GOYALA
GOYANKA
GR
GRAJ
GRANGDAN
GRANGDEN
GRANIA
GRANJA
GREWAL
GRUNG
GS
GT
GT(GHARTI)
GUANGMIN
GUBAJU
GUBAZU
GUBHAJU
GUIBHAJU
GUIDAL
GUIDEL
GUIENDEL
GUINDEL
GUNI
GUNMI
GUPTA
GURAGAI
GURAGAIN
GURAU
GURCHHAN
GURDHAMI
GURMACHHAN
GURMACHHANE
GURMCHANMAGAR
GURMCHHAN
GURO
GURRUNG
GURU
GURUMG
GURUNG
GURUNG(KONEY)
GURUWACHARYA
GUVAJU
GUWAJU
GUYAL
GWACHHA
GYABA
GYABAK
GYALANG
GYALMU
GYALPO
GYALTSEN
GYALTSO
GYAMDAN
GYAMDEN
GYANWALI
GYAPAK
GYATSO
GYAWAK
GYAWALI
GYAWALY
GYLTSHEN
HA
HABBULLA
HABIBULA
HADA
HAJAM
HAJARA
HAJARE
HAJARI
HAK
HAKEEM
HALDER
HALIDE
HALIM
HALUWAI
HALWAI
HALYOI
HAMAL
HAMID
HAMPHE
HAMZA
HANGGAM
HANGSARUMBA
HANGSURUMBA
HAQ
HAQUE
HARIJAN
HARLALKA
HARMEL
HARTAMCHHALI
HARZA
HASAN
HASDA
HASMUDIN
HASURUMBA
HATUWAL
HAUJALI
HAVARI
HAWARI
HAYJU
HAYU
HAZAM
HAZRA
HE
HEESUN
HELMU
HEMBA
HEMBYA
HEMJAN
HENJAN
HEUJU
HIMALAYA
HIMALI
HIMANG
HIMDUNG
HINGMANG
HIRACHAN
HISKI
HITAN
HITANG
HITANGE
HODA
HOMEGAIN
HONA
HONGBA
HONGWA
HOSPERS
HOSSAIN
HUANG
HUDEKY
HUJDAR
HUMAGAI
HUMAGAIN
HUMEGAI
HUMEGAIN
HUSAIN
HUSAN
HUSEN
HUSHAIN
HUSIAN
HUSSAIN
HUSSAM
HUSSAN
HUSSIAN
HWANG
HYOLMA
HYOLMO
HYOLMU
HYONGJU
HYONGO
IBRAR
IDHINGO
IJAM
IJAMLIMBU
IJRAIL
IMAM
IMARAN
IMRAN
IMSAD
IMSONG
IMTIYAZ
INANI
INGNAM
INGNAMFE
INTZAR
IQBAL
IQWAL
ISBO
ISHAK
ISHAR
ISHLAM
ISLAM
ISMAAILE
ISMAIL
ISRAFIL
ISTEYAK
ITANI
ITENI
IWAHANG
IWARAM
JABARA
JABBAR
JABEGU
JABIR
JABIULLAH
JAGARI
JAGRI
JAHARUDIN
JAIGADI
JAILUN
JAIN
JAIRU
JAISABAL
JAISAWAL
JAISEE
JAISHI
JAISHWAL
JAISI
JAISWAL
JAIYSWAL
JAJODIA
JAJODIYA
JAJOO
JAKARULLAH
JAKODIGE
JALAN
JALARI
JAMA
JAMAKATEL
JAMAL
JAMALUNDIN
JAMARKATTEL
JAMISON
JAMKATEL
JAMKATTEL
JAMPEL
JAMTSHO
JAMYANG
JANA
JANGAM
JANGBA
JANGDI
JANGID
JANHA
JAPREL
JARGA
JARGAMAGAR
JARGHA
JARKAMAGAR
JARNAIL
JATAL
JATIA
JAWAHARAT
JAWED
JAY
JAYAGADI
JAYANA
JAYASAVAL
JAYASAWAL
JAYASWAL
JAYGADHI
JAYSAWAL
JAYSHAWAL
JAYSHWAL
JAYSWAL
JAYSWAR
JBR
JBRANA
JEELANI
JEET
JEONG
JESHWAR
JETHARA
JHA
JHAGAD
JHAGAR
JHAHA
JHAKRI
JHANG
JHANGAR
JHANKRI
JHAWAR
JHEDI
JHEDII
JHILKO
JHUKAL
JHUNJHUNWALA
JIA
JIANG
JILANI
JIMBA
JIMBU
JIMEE
JIMI
JIREL
JISUKI
JNAWALI
JOGI
JOLAHA
JOLHA
JONCHHE
JONCHHEN
JORA
JOSHEE
JOSHI
JOSI
JOTI
JUGJALI
JULMI
JUNAID
JURMEY
JUWARAT
JWARCHAN
JYANCHO
JYAPU
JYOTI
JYSWAL
JYU
K
KA
KABADI
KABAR
KABARIYA
KABDAR
KABIR
KABIRATH
KABRA
KACHHAPATI
KACHHI
KACHHYAPATI
KACHWAL
KADAL
KADARA
KADARIYA
KADAYAT
KADEL
KADIR
KADKA
KADKHA
KADUWAL
KAFALA
KAFLE
KAFLEY
KAHAR
KAHDKA
KAHREL
KAICHI
KAILA
KAINEE
KAINI
KAKSHAPATI
KAKSHYAPATI
KALACHHAPATI
KALAHETI
KALAKHETI
KALAL
KALAM
KALAMUDDIN
KALATHOKI
KALAUNEE
KALAUNI
KALAWAR
KALBAR
KALDAN
KALDEN
KALEL
KALICOTAY
KALIDAS
KALIDASH
KALIKA
KALIKOTE
KALIMULAH
KALIRAJ
KALSANG
KALTAN
KALWAR
KALYAL
KAMAITA
KAMAL
KAMALI
KAMAR
KAMAT
KAMATI
KAMBANG
KAMBAR
KAMCHA
KAMI
KAMKAR
KAMTI
KAMU
KANAUJE
KANAUJIYA
KANAUYA
KANDANGWA
KANDEL
KANDI
KANDOI
KANDU
KANEL
KANG
KANODIA
KANOUJAYA
KANOUJIYA
KANSAKAR
KANU
KANUNG
KANWAL
KANWAR
KAPAD
KAPADI
KAPAIR
KAPALI
KAPAR
KAPARI
KAPHLE
KAPLE
KAPOOR
KAPRE
KAPRI
KAR
KARAJIT
KARAK
KARAKHETI
KARALA
KARAMACHARYA
KARANAJEET
KARANGIT
KARANJEET
KARANJIT
KARIM
KARIMULLA
KARKAI
KARKEE
KARKI
KARKI(AYER)
KARKI(BISTA)
KARKI(BUDHA)
KARKI(SHRESTHA)
KARKICHHETRI
KARKIDHOLI
KARMACARYA
KARMACHARYA
KARMACHARYE
KARMACHRYA
KARMARKAR
KARMI
KARN
KARNA
KARNIKAR
KARNJIT
KARRANJIT
KASAHI
KASAI
KASAJU
KASAUDHAN
KASERA
KASHAHI
KASHAI
KASHAJU
KASHAYAPATI
KASHYAP
KASHYAPATI
KASIM
KASJU
KASKAHAPATI
KASKSHYAPATI
KASSERBERG
KASTI
KASUGAYAMA
KASULA
KASWAN
KATAWAL
KATEL
KATHARIYA
KATHAYAT
KATHBANIA
KATHBANIYA
KATHET
KATTEL
KATUTWL
KATUWAL
KATWAL
KAUCHA
KAUCHHA
KAUDAGIYA
KAUR
KAUSAL
KAUSHAL
KAUSHAR
KAUSHIK
KAWAR
KAWARI
KAWAY
KAWOR
KAYAL
KAYAPCHAKI
KAYAPCHHAKI
KAYAST
KAYASTH
KAYASTHA
KAYAT
KAYUM
KC
KC(DHUNGANA
KC(KHADKA)
KCKHATRI
KEDEM
KEDIA
KEDIYA
KEJARIWAL
KEJRIWAL
KEPACHHAKI
